1913,842
1931,928
1766,922
2103,992
2046,979
2895,806
1877,966
1639,314
3785,917
2035,992
2036,450
1974,1068
1950,878
2186,929
2000,744
2058,963
1948,521
1939,720
1919,866
2011,867
1942,915
2128,980
1962,936
1989,808
1833,457
1867,697
1162,899
2647,1000
1944,1147
1924,830
2077,873
1938,830
1910,804
2023,746
1884,828
1859,749
1917,864
1913,934
1762,668
1903,928
1909,1146
1885,1081
2023,1028
1042,931
1881,863
1881,975
669,946
1997,990
1937,941
1911,958
